id;start_session;stop_session;sex;service_category;customer_category;number_person;assesment
2018;2022-12-21 21:01:33;2022-12-21 21:46:07;Female;med_service;individual;4;4
6796;2022-12-21 21:46:07;2022-12-21 21:48:03;Male;med_service;individual;3;1
7074;2022-12-21 21:48:03;2022-12-21 21:53:50;Female;med_service;individual;3;2
4844;2022-12-21 21:53:50;2022-12-21 22:33:16;Male;med_service;individual;5;2
7970;2022-12-21 22:33:16;2022-12-21 22:39:09;Female;info;individual;0;3
2856;2022-12-21 22:39:09;2022-12-21 22:45:47;Female;med_service;individual;2;5
5069;2022-12-21 22:45:47;2022-12-21 22:47:10;Male;med_service;individual;2;1
7016;2022-12-21 22:47:10;2022-12-21 22:54:58;Female;med_service;individual;2;2
9904;2022-12-21 22:54:58;2022-12-21 22:57:07;Female;med_service;individual;3;2
9968;2022-12-22 01:51:14;2022-12-22 02:23:05;Female;med_service;individual;5;1
3583;2022-12-22 02:23:05;2022-12-22 02:23:40;Male;med_service;individual;1;1
8386;2022-12-22 06:28:21;2022-12-22 06:29:59;Female;info;individual;0;5
7179;2022-12-22 06:29:59;2022-12-22 06:54:40;Female;med_service;individual;2;3
7024;2022-12-22 06:54:40;2022-12-22 07:10:49;Male;med_service;individual;3;3
3429;2022-12-22 07:10:49;2022-12-22 07:21:25;Male;med_service;individual;2;4
9970;2022-12-22 07:21:25;2022-12-22 07:26:10;Female;med_service;individual;3;4
363;2022-12-22 07:26:10;2022-12-22 07:35:28;Female;med_service;individual;2;3
6504;2022-12-22 07:35:28;2022-12-22 08:00:25;Male;med_service;individual;2;4
9572;2022-12-22 08:00:25;2022-12-22 08:01:48;Female;med_service;individual;2;1
9775;2022-12-22 08:01:48;2022-12-22 08:02:05;Male;info;individual;0;2
1556;2022-12-22 08:02:05;2022-12-22 08:04:05;Male;med_service;individual;2;3
3310;2022-12-22 08:04:05;2022-12-22 08:08:08;Male;med_service;individual;3;4
5107;2022-12-22 08:08:08;2022-12-22 08:09:28;Female;med_service;individual;1;2
5039;2022-12-22 08:09:28;2022-12-22 08:11:14;Male;med_service;individual;2;2
6302;2022-12-22 08:11:14;2022-12-22 08:12:38;Male;med_service;individual;2;5
5377;2022-12-22 08:12:38;2022-12-22 08:24:07;Male;med_service;individual;2;5
5812;2022-12-22 08:24:07;2022-12-22 09:05:46;Male;med_service;individual;5;5
2334;2022-12-22 09:05:46;2022-12-22 09:11:22;Male;med_service;individual;4;2
3065;2022-12-22 09:11:22;2022-12-22 09:12:44;Female;info;individual;-1;1
1133;2022-12-22 09:12:44;2022-12-22 09:23:52;Male;med_service;individual;3;5
584;2022-12-22 09:23:52;2022-12-22 09:31:54;Male;med_service;individual;2;3
595;2022-12-22 09:31:54;2022-12-22 09:39:21;Female;med_service;individual;3;3
8078;2022-12-22 09:39:21;2022-12-22 09:40:12;Male;med_service;individual;2;3
9291;2022-12-22 09:40:12;2022-12-22 09:43:20;Female;med_service;individual;4;1
7619;2022-12-22 09:43:20;2022-12-22 10:09:36;Female;med_service;individual;4;3
9509;2022-12-22 10:09:36;2022-12-22 10:13:41;Female;med_service;individual;1;3
640;2022-12-22 10:13:41;2022-12-22 10:24:00;Male;med_service;individual;3;4
9242;2022-12-22 10:24:00;2022-12-22 10:45:27;Male;med_service;The business;46;5
6061;2022-12-22 10:24:00;2022-12-22 11:10:57;Female;med_service;individual;5;5
1324;2022-12-22 11:10:57;2022-12-22 11:28:13;Female;med_service;individual;5;2
9634;2022-12-22 11:28:13;2022-12-22 11:31:38;Female;med_service;individual;2;2
1657;2022-12-22 11:31:38;2022-12-22 11:34:37;Female;med_service;individual;4;3
8348;2022-12-22 11:34:37;2022-12-22 11:48:33;Male;med_service;individual;5;1
7031;2022-12-22 11:48:33;2022-12-22 11:53:00;Female;med_service;individual;4;4
4103;2022-12-22 11:53:00;2022-12-22 12:00:23;Male;med_service;individual;1;5
1302;2022-12-22 11:53:00;2022-12-22 12:16:26;Male;med_service;individual;2;4
9607;2022-12-22 11:53:00;2022-12-22 19:41:28;Female;med_service;The business;50;4
851;2022-12-22 12:16:26;2022-12-22 12:24:41;Female;med_service;individual;2;2
6543;2022-12-22 12:24:41;2022-12-22 12:28:31;Male;med_service;individual;5;4
3233;2022-12-22 12:24:41;2022-12-22 12:37:09;Female;med_service;individual;5;4
4358;2022-12-22 12:37:09;2022-12-22 12:46:36;Female;med_service;individual;4;1
7088;2022-12-22 12:46:36;2022-12-22 12:53:51;Female;med_service;individual;2;4
4094;2022-12-22 12:53:51;2022-12-22 13:02:01;Female;med_service;individual;5;3
5418;2022-12-22 13:02:01;2022-12-22 13:06:57;Female;med_service;individual;3;4
6042;2022-12-22 19:41:28;2022-12-22 19:41:37;Female;med_service;individual;1;1
9114;2022-12-22 19:41:37;2022-12-22 19:45:18;Male;med_service;individual;4;4
503;2022-12-22 19:45:18;2022-12-22 19:49:04;Female;med_service;individual;4;5
6862;2022-12-22 19:45:18;2022-12-22 20:32:31;Female;med_service;individual;5;5
7799;2022-12-22 19:49:04;2022-12-22 19:55:42;Female;med_service;individual;4;5
9424;2022-12-22 20:32:31;2022-12-22 21:02:27;Male;med_service;individual;5;3
3827;2022-12-22 21:02:27;2022-12-22 21:19:07;Male;med_service;individual;2;3
6954;2022-12-22 21:02:27;2022-12-22 21:36:39;Male;med_service;individual;5;1
6270;2022-12-22 21:36:39;2022-12-22 21:45:05;Male;med_service;individual;2;2
3236;2022-12-22 21:45:05;2022-12-22 22:00:07;Female;med_service;individual;2;2
4366;2022-12-22 22:00:07;2022-12-22 22:00:25;Male;med_service;individual;5;4
9399;2022-12-22 22:00:25;2022-12-22 22:14:06;Male;med_service;individual;5;1
3460;2022-12-22 22:14:06;2022-12-22 22:16:08;Female;med_service;individual;2;2
254;2022-12-22 22:14:06;2022-12-22 22:44:37;Male;med_service;individual;4;2
3875;2022-12-22 22:16:08;2022-12-22 22:30:18;Female;med_service;individual;3;2
4857;2022-12-22 22:44:37;2022-12-22 22:50:13;Female;med_service;individual;2;2
4432;2022-12-22 22:50:13;2022-12-22 22:53:36;Male;med_service;individual;-1;4
8011;2022-12-22 22:53:36;2022-12-22 22:58:35;Female;med_service;individual;3;3
5336;2022-12-22 22:58:35;2022-12-22 23:35:36;Female;med_service;individual;4;2
3129;2022-12-22 23:35:36;2022-12-22 23:37:26;Male;med_service;individual;1;5
4557;2022-12-22 23:35:36;2022-12-22 23:47:21;Female;med_service;individual;3;5
936;2022-12-22 23:47:21;2022-12-22 23:48:47;Female;info;individual;-1;3
4220;2022-12-22 23:48:47;2022-12-23 00:07:05;Male;med_service;individual;5;1
1892;2022-12-23 00:07:05;2022-12-23 00:08:27;Male;med_service;individual;2;2
7859;2022-12-23 00:08:27;2022-12-23 00:13:02;Male;med_service;individual;3;2
6260;2022-12-23 00:13:02;2022-12-23 00:13:51;Male;med_service;individual;2;2
9104;2022-12-23 00:13:02;2022-12-23 00:46:14;Female;med_service;individual;4;2
2012;2022-12-23 00:46:14;2022-12-23 01:44:43;Male;med_service;individual;4;5
8181;2022-12-23 01:44:43;2022-12-23 01:47:01;Female;med_service;individual;1;2
2726;2022-12-23 01:47:01;2022-12-23 01:52:52;Female;med_service;individual;5;5
6242;2022-12-23 01:52:52;2022-12-23 01:54:31;Female;info;individual;0;4
3216;2022-12-23 01:54:31;2022-12-23 01:55:29;Male;med_service;individual;-1;3
4652;2022-12-23 01:54:31;2022-12-23 02:24:26;Female;med_service;individual;5;5
3977;2022-12-23 02:24:26;2022-12-23 02:25:04;Male;med_service;individual;2;2
5835;2022-12-23 02:25:04;2022-12-23 02:25:07;Female;med_service;individual;3;3
8515;2022-12-23 02:25:04;2022-12-23 02:33:59;Female;med_service;individual;5;4
3094;2022-12-23 02:33:59;2022-12-23 02:35:47;Male;med_service;individual;-1;4
1199;2022-12-23 02:35:47;2022-12-23 02:40:34;Female;med_service;individual;3;2
3148;2022-12-23 02:40:34;2022-12-23 02:43:07;Female;med_service;individual;3;2
4966;2022-12-23 02:43:07;2022-12-23 02:43:17;Male;info;individual;0;5
2393;2022-12-23 02:43:17;2022-12-23 02:43:59;Male;med_service;individual;4;3
5083;2022-12-23 02:43:59;2022-12-23 02:49:34;Female;med_service;individual;5;1
3286;2022-12-23 02:43:59;2022-12-23 03:09:12;Female;med_service;individual;5;1
2057;2022-12-23 02:49:34;2022-12-23 02:52:55;Male;med_service;individual;4;4
1905;2022-12-23 03:09:12;2022-12-23 03:09:51;Male;med_service;individual;4;3
7486;2022-12-23 03:09:51;2022-12-23 03:18:55;Female;med_service;individual;4;2
5317;2022-12-23 03:18:55;2022-12-23 03:23:33;Female;med_service;individual;4;4
4460;2022-12-23 03:23:33;2022-12-23 03:24:23;Female;med_service;individual;5;2
4529;2022-12-23 03:24:23;2022-12-23 03:29:20;Female;med_service;individual;1;2
6268;2022-12-23 03:29:20;2022-12-23 03:38:46;Female;med_service;individual;5;4
743;2022-12-23 03:38:46;2022-12-23 03:39:21;Male;med_service;individual;-1;5
8590;2022-12-23 03:39:21;2022-12-23 03:56:40;Male;med_service;individual;4;5
132;2022-12-23 03:56:40;2022-12-23 04:09:57;Male;med_service;individual;5;2
7335;2022-12-23 04:09:57;2022-12-23 04:09:57;Female;med_service;individual;2;3
834;2022-12-23 04:09:57;2022-12-23 04:10:53;Male;med_service;individual;1;4
3472;2022-12-23 04:10:53;2022-12-23 04:13:20;Female;med_service;individual;3;3
7314;2022-12-23 04:13:20;2022-12-23 04:14:07;Male;med_service;individual;2;2
6383;2022-12-23 04:14:07;2022-12-23 04:24:04;Female;med_service;individual;2;3
2022;2022-12-23 04:24:04;2022-12-23 04:26:38;Female;med_service;individual;-1;2
2409;2022-12-23 04:26:38;2022-12-23 04:36:24;Female;med_service;individual;3;5
1406;2022-12-23 04:36:24;2022-12-23 04:48:47;Female;med_service;individual;3;3
75;2022-12-23 04:48:47;2022-12-23 05:41:03;Female;med_service;individual;4;3
3877;2022-12-23 05:41:03;2022-12-23 05:42:42;Female;med_service;individual;2;4
7521;2022-12-23 05:42:42;2022-12-23 05:42:44;Female;med_service;individual;4;4
702;2022-12-23 05:42:44;2022-12-23 05:45:36;Male;med_service;individual;3;4
1695;2022-12-23 05:45:36;2022-12-23 05:54:22;Female;med_service;individual;4;1
9213;2022-12-23 05:54:22;2022-12-23 07:14:43;Male;med_service;The business;25;5
6213;2022-12-23 07:14:43;2022-12-23 07:19:39;Male;med_service;individual;5;4
5038;2022-12-23 07:19:39;2022-12-23 07:21:13;Female;med_service;individual;4;3
5320;2022-12-23 07:21:13;2022-12-23 07:37:31;Male;med_service;individual;4;4
5257;2022-12-23 07:37:31;2022-12-23 07:41:19;Male;info;individual;0;2
4725;2022-12-23 07:41:19;2022-12-23 08:35:09;Male;med_service;individual;5;3
4032;2022-12-23 08:35:09;2022-12-23 08:36:24;Female;med_service;individual;1;5
1816;2022-12-23 08:35:09;2022-12-23 08:56:22;Female;med_service;individual;5;4
9866;2022-12-23 08:56:22;2022-12-23 09:05:59;Female;med_service;individual;2;4
6200;2022-12-23 09:05:59;2022-12-23 09:21:23;Female;med_service;individual;4;3
7532;2022-12-23 09:21:23;2022-12-23 09:41:06;Female;med_service;individual;4;5
8340;2022-12-23 09:41:06;2022-12-23 09:43:26;Male;info;individual;0;2
7175;2022-12-23 09:43:26;2022-12-23 10:11:10;Male;med_service;individual;3;5
9201;2022-12-23 09:43:26;2022-12-23 10:55:10;Male;med_service;individual;3;4
3398;2022-12-23 09:43:26;2022-12-23 15:12:03;Male;med_service;The business;31;3
5206;2022-12-23 10:11:10;2022-12-23 10:19:47;Female;med_service;individual;2;1
9197;2022-12-23 10:55:10;2022-12-23 11:16:02;Male;med_service;The business;25;1
2133;2022-12-23 11:16:02;2022-12-23 11:16:15;Male;med_service;individual;4;2
9484;2022-12-23 11:16:15;2022-12-23 11:29:34;Male;med_service;The business;43;4
9974;2022-12-23 11:29:34;2022-12-23 11:45:25;Male;med_service;individual;5;1
2804;2022-12-23 15:12:03;2022-12-23 15:13:31;Male;info;individual;-1;3
7339;2022-12-23 15:13:31;2022-12-23 15:39:12;Female;med_service;individual;5;2
5413;2022-12-23 15:39:12;2022-12-23 15:43:12;Male;med_service;individual;4;2
1019;2022-12-23 15:43:12;2022-12-23 16:58:04;Male;med_service;individual;4;1
3164;2022-12-23 16:58:04;2022-12-23 16:58:48;Female;med_service;individual;3;3
7987;2022-12-23 16:58:48;2022-12-23 16:59:54;Female;med_service;individual;-1;4
5903;2022-12-23 16:59:54;2022-12-23 17:09:02;Female;med_service;individual;3;4
1049;2022-12-23 17:09:02;2022-12-23 17:18:00;Female;med_service;individual;4;5
3131;2022-12-23 17:18:00;2022-12-23 17:45:54;Male;med_service;individual;4;2
2585;2022-12-23 17:45:54;2022-12-23 17:50:49;Female;med_service;individual;2;5
3635;2022-12-23 17:50:49;2022-12-23 17:58:09;Female;med_service;individual;3;1
2164;2022-12-23 17:50:49;2022-12-23 18:13:07;Male;med_service;individual;4;3
4901;2022-12-23 18:13:07;2022-12-23 18:14:13;Female;info;individual;0;2
3857;2022-12-23 18:14:13;2022-12-23 18:19:35;Male;info;individual;0;5
7408;2022-12-23 18:19:35;2022-12-23 18:30:03;Male;med_service;individual;2;1
9450;2022-12-23 18:30:03;2022-12-23 18:42:41;Male;info;individual;0;2
1089;2022-12-23 18:42:41;2022-12-23 19:57:54;Female;med_service;individual;5;2
5746;2022-12-23 18:42:41;2022-12-23 23:44:42;Female;med_service;The business;37;3
5962;2022-12-23 23:44:42;2022-12-23 23:52:53;Female;med_service;individual;5;5
35;2022-12-23 23:52:53;2022-12-24 00:10:08;Female;med_service;individual;2;1
3542;2022-12-24 00:10:08;2022-12-24 00:10:33;Male;med_service;individual;4;1
6151;2022-12-24 00:10:33;2022-12-24 00:22:18;Female;med_service;individual;3;2
5285;2022-12-24 00:22:18;2022-12-24 00:30:56;Male;info;individual;0;5
7319;2022-12-24 00:30:56;2022-12-24 00:50:20;Female;med_service;individual;4;3
9830;2022-12-24 00:50:20;2022-12-24 00:50:25;Male;med_service;individual;2;4
7217;2022-12-24 00:50:25;2022-12-24 01:11:44;Female;med_service;individual;5;5
4961;2022-12-24 01:11:44;2022-12-24 01:13:48;Male;info;individual;-1;3
1983;2022-12-24 01:13:48;2022-12-24 01:21:26;Female;med_service;individual;3;1
2247;2022-12-24 01:21:26;2022-12-24 01:35:38;Female;med_service;individual;5;1
4622;2022-12-24 01:35:38;2022-12-24 01:53:35;Female;med_service;individual;4;4
4568;2022-12-24 01:53:35;2022-12-24 01:53:50;Male;med_service;individual;3;5
656;2022-12-24 01:53:50;2022-12-24 01:54:54;Female;info;individual;0;1
8430;2022-12-24 01:54:54;2022-12-24 03:11:25;Male;med_service;The business;25;1
8198;2022-12-24 03:11:25;2022-12-24 03:28:38;Male;med_service;individual;5;5
5082;2022-12-24 03:28:38;2022-12-24 03:32:30;Male;med_service;individual;4;5
5036;2022-12-24 03:32:30;2022-12-24 03:42:39;Male;med_service;individual;2;2
8697;2022-12-24 03:42:39;2022-12-24 03:45:11;Female;info;individual;-1;2
5515;2022-12-24 03:42:39;2022-12-24 03:55:57;Female;med_service;individual;4;3
2756;2022-12-24 03:55:57;2022-12-24 04:06:14;Male;med_service;individual;3;4
3769;2022-12-24 04:06:14;2022-12-24 04:09:02;Female;med_service;individual;1;1
2370;2022-12-24 04:06:14;2022-12-24 04:20:45;Female;med_service;individual;3;3
5006;2022-12-24 04:20:45;2022-12-24 05:37:51;Female;med_service;The business;20;3
912;2022-12-24 05:37:51;2022-12-24 05:40:17;Male;med_service;individual;5;5
8085;2022-12-24 05:40:17;2022-12-24 05:51:40;Male;med_service;individual;2;4
8356;2022-12-24 05:40:17;2022-12-24 06:11:53;Female;med_service;individual;4;1
3554;2022-12-24 06:11:53;2022-12-24 06:25:04;Female;med_service;individual;2;2
2572;2022-12-24 06:25:04;2022-12-24 06:40:36;Female;med_service;individual;5;3
1901;2022-12-24 06:40:36;2022-12-24 06:42:04;Female;med_service;individual;1;4
5899;2022-12-24 06:42:04;2022-12-24 06:59:04;Male;med_service;individual;3;5
3555;2022-12-24 06:59:04;2022-12-24 06:59:34;Male;med_service;individual;3;1
6753;2022-12-24 06:59:34;2022-12-24 07:23:27;Male;med_service;individual;5;5
3359;2022-12-24 07:23:27;2022-12-24 07:23:57;Male;med_service;individual;4;2
6190;2022-12-24 07:23:57;2022-12-24 07:32:19;Male;med_service;individual;3;2
4266;2022-12-24 07:32:19;2022-12-24 07:43:27;Female;med_service;The business;33;3
9544;2022-12-24 07:43:27;2022-12-24 08:18:57;Male;med_service;The business;40;2
7078;2022-12-24 08:18:57;2022-12-24 08:25:26;Male;med_service;individual;5;4
4944;2022-12-24 08:25:26;2022-12-24 08:27:06;Male;med_service;individual;-1;1
889;2022-12-24 08:27:06;2022-12-24 08:33:10;Male;med_service;individual;1;5
3756;2022-12-24 08:33:10;2022-12-24 08:35:39;Female;med_service;individual;2;2
1652;2022-12-24 08:35:39;2022-12-24 09:23:24;Female;med_service;individual;5;1
1008;2022-12-24 09:23:24;2022-12-24 09:38:00;Male;med_service;individual;5;3
1025;2022-12-24 09:38:00;2022-12-24 10:03:08;Male;med_service;individual;3;3
596;2022-12-24 10:03:08;2022-12-24 10:16:00;Male;med_service;individual;5;2
1078;2022-12-24 10:16:00;2022-12-24 10:24:50;Male;info;individual;0;5
5146;2022-12-24 10:24:50;2022-12-24 10:28:32;Male;med_service;individual;-1;4
4511;2022-12-24 10:28:32;2022-12-24 10:31:15;Female;info;individual;-1;2
2345;2022-12-24 10:31:15;2022-12-24 10:36:44;Male;med_service;individual;5;4
6939;2022-12-24 10:36:44;2022-12-24 10:44:38;Female;med_service;individual;5;4
8502;2022-12-24 10:44:38;2022-12-24 11:26:15;Female;med_service;The business;32;5
7539;2022-12-24 11:26:15;2022-12-24 11:32:50;Male;med_service;individual;4;4
9445;2022-12-24 11:32:50;2022-12-24 11:36:05;Male;info;individual;0;4
8912;2022-12-24 11:36:05;2022-12-24 11:39:46;Male;med_service;individual;2;5
3179;2022-12-24 11:36:05;2022-12-24 11:53:20;Male;med_service;individual;2;2
7897;2022-12-24 11:53:20;2022-12-24 12:15:29;Female;med_service;individual;4;3
4844;2022-12-24 12:15:29;2022-12-24 12:17:43;Male;med_service;individual;-1;1
4639;2022-12-24 12:17:43;2022-12-24 12:22:45;Female;med_service;individual;3;5
1284;2022-12-24 12:17:43;2022-12-24 14:19:35;Female;med_service;The business;26;5
8243;2022-12-24 14:19:35;2022-12-24 14:33:58;Female;med_service;individual;5;1
4940;2022-12-24 14:33:58;2022-12-24 15:00:33;Male;med_service;individual;5;1
1890;2022-12-24 15:00:33;2022-12-24 15:02:56;Male;med_service;individual;1;5
5055;2022-12-24 15:02:56;2022-12-24 15:18:30;Male;med_service;individual;4;3
7068;2022-12-24 15:18:30;2022-12-24 15:46:22;Male;med_service;individual;3;4
1255;2022-12-24 15:18:30;2022-12-25 03:03:46;Male;med_service;The business;24;2
2851;2022-12-24 15:46:22;2022-12-24 17:37:15;Female;med_service;The business;26;4
7814;2022-12-24 17:37:15;2022-12-24 17:38:34;Male;med_service;individual;5;5
6025;2022-12-24 17:38:34;2022-12-24 17:50:38;Female;med_service;individual;3;2
9068;2022-12-24 17:38:34;2022-12-24 18:04:27;Female;med_service;individual;3;4
1215;2022-12-24 17:38:34;2022-12-24 19:11:04;Male;med_service;individual;5;4
363;2022-12-24 19:11:04;2022-12-24 19:41:02;Female;med_service;individual;3;5
1000;2022-12-24 19:41:02;2022-12-24 19:47:47;Female;med_service;individual;2;1
9167;2022-12-24 19:41:02;2022-12-24 22:15:52;Female;med_service;The business;28;4
9970;2022-12-24 22:15:52;2022-12-24 22:16:04;Female;med_service;individual;2;2
3772;2022-12-25 03:03:46;2022-12-25 03:06:09;Male;med_service;individual;2;3
4434;2022-12-25 03:06:09;2022-12-25 03:07:45;Female;info;individual;0;3
857;2022-12-25 03:07:45;2022-12-25 03:24:42;Male;med_service;individual;4;4
8559;2022-12-25 03:24:42;2022-12-25 04:04:23;Male;med_service;The business;33;3
5962;2022-12-25 03:24:42;2022-12-25 06:52:09;Male;med_service;The business;28;3
4210;2022-12-25 06:52:09;2022-12-25 07:01:12;Female;med_service;individual;-1;1
1928;2022-12-25 07:01:12;2022-12-25 07:06:28;Male;med_service;individual;4;5
7297;2022-12-25 07:06:28;2022-12-25 07:21:19;Male;med_service;individual;2;4
4385;2022-12-25 07:21:19;2022-12-25 07:39:07;Male;med_service;individual;3;5
7237;2022-12-25 07:39:07;2022-12-25 07:41:18;Female;med_service;individual;3;3
2899;2022-12-25 07:39:07;2022-12-25 08:17:06;Male;med_service;individual;4;2
5118;2022-12-25 08:17:06;2022-12-25 09:23:17;Male;med_service;The business;32;1
1790;2022-12-25 09:23:17;2022-12-25 09:53:53;Male;med_service;individual;2;1
5785;2022-12-25 09:53:53;2022-12-25 10:00:37;Female;med_service;individual;4;3
731;2022-12-25 10:00:37;2022-12-25 10:03:21;Female;med_service;individual;2;2
4062;2022-12-25 10:03:21;2022-12-25 10:16:44;Male;med_service;individual;3;4
3049;2022-12-25 10:16:44;2022-12-25 10:21:35;Male;med_service;individual;1;4
2662;2022-12-25 10:21:35;2022-12-25 10:31:06;Female;med_service;individual;2;4
3803;2022-12-25 10:31:06;2022-12-25 10:46:34;Female;med_service;individual;5;3
5460;2022-12-25 10:46:34;2022-12-25 10:48:30;Male;med_service;individual;4;5
991;2022-12-25 10:48:30;2022-12-25 10:54:43;Male;med_service;individual;2;1
7928;2022-12-25 10:54:43;2022-12-25 11:11:57;Female;med_service;individual;5;3
3090;2022-12-25 11:11:57;2022-12-25 11:35:29;Male;med_service;individual;4;2
4141;2022-12-25 11:35:29;2022-12-25 11:40:50;Male;med_service;individual;5;1
2537;2022-12-25 11:40:50;2022-12-25 12:11:40;Male;med_service;The business;40;4
3222;2022-12-25 12:11:40;2022-12-25 12:12:15;Male;med_service;individual;2;3
3713;2022-12-25 12:12:15;2022-12-25 12:46:53;Male;med_service;individual;4;4
6768;2022-12-25 12:46:53;2022-12-25 12:47:36;Male;med_service;individual;3;1
9836;2022-12-25 12:47:36;2022-12-25 12:54:11;Male;med_service;individual;3;4
2445;2022-12-25 12:54:11;2022-12-25 12:55:56;Male;med_service;individual;2;4
9459;2022-12-25 12:55:56;2022-12-25 12:59:38;Female;med_service;individual;2;1
7192;2022-12-25 12:59:38;2022-12-25 13:03:24;Female;med_service;individual;4;1
5951;2022-12-25 13:03:24;2022-12-25 13:07:44;Male;med_service;individual;2;5
3806;2022-12-25 13:07:44;2022-12-25 13:08:29;Female;med_service;individual;2;4
8874;2022-12-25 13:08:29;2022-12-25 13:21:30;Male;med_service;individual;5;3
7959;2022-12-25 13:21:30;2022-12-25 13:30:47;Female;med_service;individual;2;5
3737;2022-12-25 13:30:47;2022-12-25 13:31:57;Female;med_service;individual;5;5
4976;2022-12-25 13:31:57;2022-12-25 13:38:56;Female;med_service;individual;2;1
6159;2022-12-25 13:38:56;2022-12-25 13:42:06;Male;med_service;individual;1;3
1441;2022-12-25 13:42:06;2022-12-25 14:12:52;Male;med_service;individual;3;2
6424;2022-12-25 14:12:52;2022-12-25 15:37:07;Female;med_service;individual;5;1
6431;2022-12-25 15:37:07;2022-12-25 15:38:08;Female;med_service;individual;2;2
2106;2022-12-25 15:38:08;2022-12-25 15:43:19;Male;med_service;individual;2;1
2128;2022-12-25 15:38:08;2022-12-25 16:18:33;Female;med_service;individual;5;1
2244;2022-12-25 16:18:33;2022-12-25 16:23:05;Female;med_service;individual;4;3
4219;2022-12-25 16:23:05;2022-12-25 16:24:16;Female;med_service;individual;2;4
3703;2022-12-25 16:24:16;2022-12-25 16:33:58;Male;med_service;individual;-1;5
1501;2022-12-25 16:33:58;2022-12-25 16:44:33;Female;med_service;individual;2;4
3783;2022-12-25 16:44:33;2022-12-25 16:48:55;Female;info;individual;0;2
5115;2022-12-25 16:48:55;2022-12-25 17:05:24;Male;med_service;individual;3;1
8663;2022-12-25 17:05:24;2022-12-25 18:22:20;Female;med_service;The business;40;1
4556;2022-12-25 18:22:20;2022-12-25 18:30:30;Male;med_service;individual;2;2
6236;2022-12-25 18:30:30;2022-12-25 19:05:47;Male;med_service;individual;5;3
8849;2022-12-25 19:05:47;2022-12-25 19:08:01;Female;med_service;individual;3;4
2032;2022-12-25 19:08:01;2022-12-25 19:12:04;Male;med_service;individual;3;5
7682;2022-12-25 19:12:04;2022-12-25 19:14:48;Female;med_service;individual;1;3
1786;2022-12-25 19:12:04;2022-12-25 19:38:09;Female;med_service;individual;5;2
3785;2022-12-25 19:38:09;2022-12-25 23:13:54;Male;med_service;The business;34;5
3155;2022-12-25 23:13:54;2022-12-25 23:15:45;Male;med_service;individual;2;2
1346;2022-12-25 23:15:45;2022-12-25 23:16:58;Male;med_service;individual;1;5
5227;2022-12-25 23:16:58;2022-12-25 23:23:08;Male;med_service;individual;4;1
1576;2022-12-25 23:23:08;2022-12-25 23:30:33;Female;med_service;individual;3;3
6366;2022-12-25 23:30:33;2022-12-26 00:35:30;Female;med_service;The business;42;3
932;2022-12-26 00:35:30;2022-12-26 00:43:48;Male;med_service;individual;1;3
6817;2022-12-26 00:43:48;2022-12-26 00:44:24;Female;med_service;individual;4;3
1773;2022-12-26 00:44:24;2022-12-26 00:59:33;Female;med_service;individual;3;5
2887;2022-12-26 00:59:33;2022-12-26 01:03:23;Male;med_service;individual;2;4
2056;2022-12-26 01:03:23;2022-12-26 01:08:30;Female;med_service;individual;4;4
2345;2022-12-26 01:08:30;2022-12-26 01:14:55;Male;med_service;individual;2;3
910;2022-12-26 01:14:55;2022-12-26 04:31:28;Female;med_service;The business;44;2
7185;2022-12-26 04:31:28;2022-12-26 05:07:52;Male;med_service;individual;5;3
9879;2022-12-26 05:07:52;2022-12-26 05:08:59;Female;med_service;individual;2;5
553;2022-12-26 05:08:59;2022-12-26 05:14:14;Female;med_service;individual;1;5
9785;2022-12-26 05:14:14;2022-12-26 05:21:45;Male;med_service;individual;5;2
7594;2022-12-26 05:21:45;2022-12-26 05:21:51;Female;med_service;individual;3;1
3744;2022-12-26 05:21:45;2022-12-26 05:42:47;Female;med_service;individual;2;3
8813;2022-12-26 05:42:47;2022-12-26 05:47:45;Male;med_service;individual;4;5
6556;2022-12-26 05:42:47;2022-12-26 12:11:54;Female;med_service;The business;35;5
8357;2022-12-26 05:47:45;2022-12-26 05:53:32;Female;med_service;individual;5;5
8336;2022-12-26 05:53:32;2022-12-26 05:56:30;Male;med_service;individual;2;3
7895;2022-12-26 12:11:54;2022-12-26 12:13:52;Male;info;individual;0;5
1609;2022-12-26 12:13:52;2022-12-26 12:27:30;Male;med_service;individual;4;3
3572;2022-12-26 12:27:30;2022-12-26 12:27:58;Female;info;individual;-1;2
7567;2022-12-26 12:27:30;2022-12-26 12:57:07;Male;med_service;individual;4;2
9340;2022-12-26 12:57:07;2022-12-26 12:58:28;Male;med_service;individual;2;2
2734;2022-12-26 12:58:28;2022-12-26 13:22:12;Male;med_service;individual;4;2
42;2022-12-26 13:22:12;2022-12-26 13:26:49;Male;med_service;individual;3;5
9785;2022-12-26 13:26:49;2022-12-26 13:32:20;Female;med_service;individual;5;5
7746;2022-12-26 13:32:20;2022-12-26 13:35:08;Male;med_service;individual;-1;3
866;2022-12-26 13:35:08;2022-12-26 13:44:06;Female;med_service;individual;4;4
519;2022-12-26 13:44:06;2022-12-26 13:50:29;Female;med_service;individual;2;4
5894;2022-12-26 13:50:29;2022-12-26 13:51:39;Male;med_service;individual;4;2
6713;2022-12-26 13:51:39;2022-12-26 13:54:25;Male;med_service;individual;3;1
1253;2022-12-26 13:54:25;2022-12-26 14:06:22;Male;med_service;individual;5;3
